username,study_id,area_id,band_id
pch,15,01.001.000100.1,1
pch,15,01.001.000100.2,2
pch,15,01.001.000200.1,3
pch,15,01.001.000300.1,4
pch,15,01.002.000300.1,5
pch,15,01.002.000300.2,6
pch,15,01.002.000300.3,7
pch,15,01.002.000300.4,8
pch,15,01.002.000300.5,9
pch,15,01.002.000400.1,10
pch,15,01.002.000400.2,11
pch,15,01.002.000400.3,12
pch,15,01.002.000400.4,13
pch,15,01.002.000400.5,14
pch,15,01.002.000400.6,15
pch,15,01.002.000400.7,16
pch,15,01.002.000400.8,17
pch,15,01.002.000400.9,18
pch,15,01.002.000500.1,19
pch,15,01.002.000500.2,20
pch,15,01.002.000500.3,21
pch,15,01.002.000500.4,22
pch,15,01.002.000500.5,23
pch,15,01.002.000500.6,24
pch,15,01.002.000500.7,25
pch,15,01.002.000500.8,26
pch,15,01.002.000500.9,27
pch,15,01.002.000600.1,28
pch,15,01.002.000600.2,29
pch,15,01.002.000600.3,30
pch,15,01.002.000600.4,31
pch,15,01.002.000600.5,32
pch,15,01.002.000600.6,33
pch,15,01.002.000600.7,34
pch,15,01.002.000600.8,35
pch,15,01.002.000600.9,36
pch,15,01.002.000700.1,37
pch,15,01.002.000700.2,38
pch,15,01.002.000700.3,39
pch,15,01.002.000700.4,40
pch,15,01.002.000700.5,41
pch,15,01.002.000700.6,42
pch,15,01.002.000700.7,43
pch,15,01.002.000800.1,44
pch,15,01.002.000800.2,45
pch,15,01.002.000800.3,46
pch,15,01.002.000800.4,47
pch,15,01.002.000800.5,48
pch,15,01.002.000800.6,49
pch,15,01.002.000800.7,50
pch,15,01.002.000900.1,51
pch,15,01.002.000900.2,52
pch,15,01.002.000900.3,53
pch,15,01.002.000900.4,54
pch,15,01.002.000900.5,55
pch,15,01.002.000900.6,56
pch,15,01.002.000900.7,57
pch,15,01.002.000900.8,58
pch,15,01.002.000900.9,59
pch,15,01.002.001000.1,60
pch,15,01.002.001000.2,61
pch,15,01.002.001000.3,62
pch,15,01.002.001000.4,63
pch,15,01.002.001000.5,64
pch,15,01.002.001000.6,65
pch,15,01.002.001000.7,66
pch,15,01.002.001100.1,67
pch,15,01.002.001100.2,68
pch,15,01.002.001100.3,69
pch,15,01.002.001100.4,70
pch,15,01.002.001100.5,71
pch,15,01.002.001100.6,72
pch,15,01.002.001100.7,73
pch,15,01.002.001200.1,74
pch,15,01.002.001200.2,75
pch,15,01.002.001200.3,76
pch,15,01.002.001200.4,77
pch,15,01.002.001200.5,78
pch,15,01.002.001200.6,79
pch,15,01.002.001200.7,80
pch,15,01.002.001300.1,81
pch,15,01.002.001300.2,82
pch,15,01.002.001300.3,83
pch,15,01.002.001300.4,84
pch,15,01.002.001300.5,85
pch,15,01.002.001300.6,86
pch,15,01.002.001300.7,87
pch,15,01.002.001300.8,88
pch,15,01.002.001300.9,89
pch,15,01.002.001400.1,90
pch,15,01.002.001400.2,91
pch,15,01.002.001400.3,92
pch,15,01.002.001400.4,93
pch,15,01.002.001400.5,94
pch,15,01.002.001400.6,95
pch,15,01.002.001400.7,96
pch,15,01.002.001400.8,97
pch,15,01.002.001400.9,98
pch,15,01.002.001500.1,99
pch,15,01.002.001500.2,100
pch,15,01.002.001500.3,101
pch,15,01.002.001500.4,102
pch,15,01.002.001500.5,103
pch,15,01.002.001500.6,104
pch,15,01.002.001500.7,105
pch,15,01.002.001500.8,106
pch,15,01.002.001600.1,107
pch,15,01.002.001600.2,108
pch,15,01.002.001600.3,109
pch,15,01.002.001600.4,110
pch,15,01.002.001600.5,111
pch,15,01.002.001600.6,112
pch,15,01.002.001600.7,113
pch,15,01.002.001600.8,114
pch,15,01.002.001700.1,115
pch,15,01.002.001700.2,116
pch,15,01.002.001700.3,117
pch,15,01.002.001700.4,118
pch,15,01.002.001700.5,119
pch,15,01.002.001700.6,120
pch,15,01.002.001700.7,121
pch,15,01.002.001700.8,122
pch,15,01.002.001700.9,123
pch,15,01.002.001800.1,124
pch,15,01.002.001800.2,125
pch,15,01.002.001800.3,126
pch,15,01.002.001800.4,127
pch,15,01.002.001800.5,128
pch,15,01.002.001800.6,129
pch,15,01.002.001800.7,130
pch,15,01.002.001800.8,131
pch,15,01.002.001900.1,132
pch,15,01.002.001900.2,133
pch,15,01.002.001900.3,134
pch,15,01.002.001900.4,135
pch,15,01.002.001900.5,136
pch,15,01.002.001900.6,137
pch,15,01.002.001900.7,138
pch,15,01.002.001900.8,139
pch,15,01.002.002000.1,140
pch,15,01.002.002000.2,141
pch,15,01.002.002000.3,142
pch,15,01.002.002000.4,143
pch,15,01.002.002000.5,144
pch,15,01.002.002100.1,145
pch,15,01.002.002100.2,146
pch,15,01.002.002100.3,147
pch,15,01.002.002100.4,148
pch,15,01.002.002100.5,149
pch,15,01.002.002100.6,150
pch,15,01.002.002100.7,151
pch,15,01.002.002100.8,152
pch,15,01.002.002200.1,153
pch,15,01.002.002200.2,154
pch,15,01.002.002200.3,155
pch,15,01.002.002200.4,156
pch,15,01.002.002200.5,157
pch,15,01.002.002200.6,158
pch,15,01.002.002300.1,159
pch,15,01.002.002300.2,160
pch,15,01.002.002300.3,161
pch,15,01.002.002300.4,162
pch,15,01.002.002300.5,163
pch,15,01.002.002300.6,164
pch,15,01.002.002300.7,165
pch,15,01.002.002300.8,166
pch,15,01.003.003300.1,167
pch,15,01.003.003400.1,168
pch,15,01.003.003400.2,169
pch,15,01.003.003400.3,170
pch,15,01.003.003400.4,171
pch,15,01.003.003400.5,172
pch,15,01.003.003400.6,173
pch,15,01.004.011100.1,174
pch,15,01.004.011100.2,175
pch,15,01.004.011100.3,176
pch,15,01.004.011100.4,177
pch,15,01.004.011100.5,178
pch,15,01.004.011200.1,179
pch,15,01.004.011200.2,180
pch,15,01.004.011200.3,181
pch,15,01.004.011200.4,182
pch,15,01.004.011200.5,183
pch,15,01.004.011200.6,184
pch,15,01.004.011300.1,185
pch,15,01.004.011300.2,186
pch,15,01.004.011300.3,187
pch,15,01.004.011300.4,188
pch,15,01.004.011300.5,189
pch,15,01.004.011400.1,190
pch,15,01.004.011400.2,191
pch,15,01.004.011400.3,192
pch,15,01.004.011400.4,193
pch,15,01.004.011400.5,194
pch,15,01.004.011400.6,195
pch,15,01.004.011400.7,196
pch,15,01.004.011400.8,197
pch,15,01.004.011400.9,198
pch,15,01.004.011500.1,199
pch,15,01.004.011500.2,200
pch,15,01.004.011500.3,201
pch,15,01.004.011500.4,202
pch,15,01.004.011500.5,203
pch,15,01.004.011500.6,204
pch,15,01.004.011500.7,205
pch,15,01.004.011500.8,206
pch,15,01.004.011500.9,207
pch,15,01.004.011600.1,208
pch,15,01.004.011600.2,209
pch,15,01.004.011600.3,210
pch,15,01.004.011600.4,211
pch,15,01.004.011600.5,212
pch,15,01.004.011600.6,213
pch,15,01.004.011600.7,214
pch,15,01.004.011600.8,215
pch,15,01.004.011600.9,216
pch,15,01.004.011700.1,217
pch,15,01.004.011700.2,218
pch,15,01.004.011700.3,219
pch,15,01.004.011700.4,220
pch,15,01.004.011700.5,221
pch,15,01.004.011700.6,222
pch,15,01.004.011700.7,223
pch,15,01.004.011700.8,224
pch,15,01.004.011700.9,225
pch,15,01.004.011800.1,226
pch,15,01.004.011800.2,227
pch,15,01.004.011900.1,228
pch,15,01.004.011900.2,229
pch,15,01.004.011900.3,230
pch,15,01.005.002400.1,231
pch,15,01.005.002400.2,232
pch,15,01.006.002500.1,233
pch,15,01.006.002500.2,234
pch,15,01.006.002500.3,235
pch,15,01.006.002600.1,236
pch,15,01.006.002600.2,237
pch,15,01.006.002700.1,238
pch,15,01.007.012000.1,239
pch,15,01.007.012000.2,240
pch,15,01.007.012000.3,241
pch,15,01.007.012100.1,242
pch,15,01.007.012100.2,243
pch,15,01.007.012100.3,244
pch,15,01.007.012100.4,245
pch,15,01.007.012100.5,246
pch,15,01.007.012100.6,247
pch,15,01.007.012200.1,248
pch,15,01.007.012200.2,249
pch,15,01.007.012200.3,250
pch,15,01.007.012200.4,251
pch,15,01.007.012200.5,252
pch,15,01.007.012200.6,253
pch,15,01.007.012200.7,254
pch,15,01.007.012300.1,255
pch,15,01.007.012300.2,256
pch,15,01.007.012400.1,257
pch,15,01.007.012400.2,258
pch,15,01.007.012400.3,259
pch,15,01.007.012500.1,260
pch,15,01.008.001000.1,261
pch,15,01.008.001000.2,262
pch,15,01.008.001000.3,263
pch,15,01.008.001000.4,264
pch,15,01.008.001000.5,265
pch,15,01.008.001000.6,266
pch,15,01.008.001000.7,267
pch,15,01.008.001000.8,268
pch,15,01.008.001000.9,269
pch,15,01.008.002900.1,270
pch,15,01.008.002900.2,271
pch,15,01.008.002900.3,272
pch,15,01.008.002900.4,273
pch,15,01.008.002900.5,274
pch,15,01.008.002900.6,275
pch,15,01.008.002900.7,276
pch,15,01.008.003500.1,277
pch,15,01.008.003500.2,278
pch,15,01.008.003500.3,279
pch,15,01.008.003500.4,280
pch,15,01.008.003600.1,281
pch,15,01.008.003600.2,282
pch,15,01.008.003600.3,283
pch,15,01.008.003600.4,284
pch,15,01.008.003700.1,285
pch,15,01.008.003700.2,286
pch,15,01.008.003700.3,287
pch,15,01.008.003700.4,288
pch,15,01.008.003700.5,289
pch,15,01.008.003700.6,290
pch,15,01.008.003700.7,291
pch,15,01.008.003700.8,292
pch,15,01.008.003700.9,293
pch,15,01.008.003800.1,294
pch,15,01.008.003800.2,295
pch,15,01.008.003800.3,296
pch,15,01.008.003800.4,297
pch,15,01.008.003800.5,298
pch,15,01.008.003800.6,299
pch,15,01.008.003800.7,300
pch,15,01.008.003800.8,301
pch,15,01.008.003900.1,302
pch,15,01.008.003900.2,303
pch,15,01.008.003900.3,304
pch,15,01.008.003900.4,305
pch,15,01.008.003900.5,306
pch,15,01.008.003900.6,307
pch,15,01.008.003900.7,308
pch,15,01.008.003900.8,309
pch,15,01.008.004000.1,310
pch,15,01.008.004000.2,311
pch,15,01.008.004000.3,312
pch,15,01.008.004000.4,313
pch,15,01.008.004000.5,314
pch,15,01.008.004000.6,315
pch,15,01.008.004000.7,316
pch,15,01.008.004100.1,317
pch,15,01.008.004100.2,318
pch,15,01.008.004100.3,319
pch,15,01.008.004100.4,320
pch,15,01.008.004100.5,321
pch,15,01.008.004100.6,322
pch,15,01.008.004100.7,323
pch,15,01.008.004100.8,324
pch,15,01.008.004200.1,325
pch,15,01.008.004200.2,326
pch,15,01.008.004200.3,327
pch,15,01.008.004200.4,328
pch,15,01.008.004200.5,329
pch,15,01.008.004200.6,330
pch,15,01.008.004300.1,331
pch,15,01.008.004300.2,332
pch,15,01.008.004300.3,333
pch,15,01.008.004300.4,334
pch,15,01.008.004300.5,335
pch,15,01.008.004300.6,336
pch,15,01.008.004300.7,337
pch,15,01.008.004300.8,338
pch,15,01.008.004400.1,339
pch,15,01.008.004400.2,340
pch,15,01.008.004400.3,341
pch,15,01.008.004400.4,342
pch,15,01.008.004400.5,343
pch,15,01.008.004400.6,344
pch,15,01.008.004400.7,345
pch,15,01.008.004400.8,346
pch,15,01.008.004500.1,347
pch,15,01.008.004500.2,348
pch,15,01.008.004500.3,349
pch,15,01.008.004500.4,350
pch,15,01.008.004500.5,351
pch,15,01.008.004500.6,352
pch,15,01.008.004500.7,353
pch,15,01.008.004600.1,354
pch,15,01.008.004600.2,355
pch,15,01.008.004600.3,356
pch,15,01.008.004600.4,357
pch,15,01.008.004600.5,358
pch,15,01.008.004600.6,359
pch,15,01.008.004600.7,360
pch,15,01.008.004600.8,361
pch,15,01.008.004700.1,362
pch,15,01.008.004700.2,363
pch,15,01.008.004700.3,364
pch,15,01.008.004700.4,365
pch,15,01.008.004700.5,366
pch,15,01.008.004700.6,367
pch,15,01.008.004700.7,368
pch,15,01.008.004700.8,369
pch,15,01.008.004700.9,370
pch,15,01.008.004800.1,371
pch,15,01.008.004800.2,372
pch,15,01.008.004800.3,373
pch,15,01.008.004800.4,374
pch,15,01.008.004800.5,375
pch,15,01.008.004800.6,376
pch,15,01.008.004800.7,377
pch,15,01.008.004800.8,378
pch,15,01.008.004800.9,379
pch,15,01.008.004900.1,380
pch,15,01.008.004900.2,381
pch,15,01.008.004900.3,382
pch,15,01.008.004900.4,383
pch,15,01.008.004900.5,384
pch,15,01.008.004900.6,385
pch,15,01.008.005000.1,386
pch,15,01.008.005000.2,387
pch,15,01.008.005000.3,388
pch,15,01.008.005000.4,389
pch,15,01.008.005000.5,390
pch,15,01.008.005000.6,391
pch,15,01.008.005000.7,392
pch,15,01.008.005000.8,393
pch,15,01.008.005100.1,394
pch,15,01.008.005100.2,395
pch,15,01.008.005100.3,396
pch,15,01.008.005100.4,397
pch,15,01.008.005100.5,398
pch,15,01.008.005100.6,399
pch,15,01.008.005200.1,400
pch,15,01.008.005200.2,401
pch,15,01.008.005200.3,402
pch,15,01.008.005200.4,403
pch,15,01.008.005200.5,404
pch,15,01.008.005200.6,405
pch,15,01.008.005200.7,406
pch,15,01.008.005300.1,407
pch,15,01.008.005300.2,408
pch,15,01.008.005300.3,409
pch,15,01.008.005300.4,410
pch,15,01.008.005300.5,411
pch,15,01.008.005300.6,412
pch,15,01.008.005300.7,413
pch,15,01.008.005300.8,414
pch,15,01.008.005400.1,415
pch,15,01.008.005400.2,416
pch,15,01.008.005400.3,417
pch,15,01.008.005400.4,418
pch,15,01.008.005400.5,419
pch,15,01.008.005500.1,420
pch,15,01.008.005500.2,421
pch,15,01.008.005500.3,422
pch,15,01.008.005500.4,423
pch,15,01.008.005500.5,424
pch,15,01.008.005500.6,425
pch,15,01.008.005500.7,426
pch,15,01.008.005600.1,427
pch,15,01.008.005600.2,428
pch,15,01.008.005600.3,429
pch,15,01.008.005600.4,430
pch,15,01.008.005600.5,431
pch,15,01.008.005600.6,432
pch,15,01.008.005700.1,433
pch,15,01.008.005700.2,434
pch,15,01.008.005700.3,435
pch,15,01.008.005700.4,436
pch,15,01.008.005700.5,437
pch,15,01.008.005700.6,438
pch,15,01.008.005700.7,439
pch,15,01.008.005800.1,440
pch,15,01.008.005800.2,441
pch,15,01.008.005800.3,442
pch,15,01.008.005800.4,443
pch,15,01.008.005800.5,444
pch,15,01.008.005800.6,445
pch,15,01.008.005900.1,446
pch,15,01.008.005900.2,447
pch,15,01.008.005900.3,448
pch,15,01.008.005900.4,449
pch,15,01.008.005900.5,450
pch,15,01.008.005900.6,451
pch,15,01.008.005900.7,452
pch,15,01.008.005900.8,453
pch,15,01.008.006000.1,454
pch,15,01.008.006000.2,455
pch,15,01.008.006000.3,456
pch,15,01.008.006000.4,457
pch,15,01.008.006000.5,458
pch,15,01.008.006000.6,459
pch,15,01.008.006000.7,460
pch,15,01.008.006100.1,461
pch,15,01.008.006100.2,462
pch,15,01.008.006100.3,463
pch,15,01.008.006100.4,464
pch,15,01.008.006100.5,465
pch,15,01.008.006100.6,466
pch,15,01.008.006100.7,467
pch,15,01.008.006100.8,468
pch,15,01.008.006200.1,469
pch,15,01.008.006200.2,470
pch,15,01.008.006200.3,471
pch,15,01.008.006200.4,472
pch,15,01.008.006200.5,473
pch,15,01.008.006200.6,474
pch,15,01.008.006300.1,475
pch,15,01.008.006300.2,476
pch,15,01.008.006300.3,477
pch,15,01.008.006300.4,478
pch,15,01.008.006300.5,479
pch,15,01.008.006300.6,480
pch,15,01.008.006300.7,481
pch,15,01.008.006400.1,482
pch,15,01.008.006400.2,483
pch,15,01.008.006400.3,484
pch,15,01.008.006400.4,485
pch,15,01.008.006400.5,486
pch,15,01.008.006400.6,487
pch,15,01.008.006400.7,488
pch,15,01.008.006500.1,489
pch,15,01.008.006500.2,490
pch,15,01.008.006500.3,491
pch,15,01.008.006500.4,492
pch,15,01.008.006500.5,493
pch,15,01.008.006500.6,494
pch,15,01.008.006500.7,495
pch,15,01.008.006600.1,496
pch,15,01.008.006600.2,497
pch,15,01.008.006600.3,498
pch,15,01.008.006600.4,499
pch,15,01.008.006600.5,500
pch,15,01.008.006600.6,501
pch,15,01.008.006600.7,502
pch,15,01.008.006600.8,503
pch,15,01.008.006700.1,504
pch,15,01.008.006700.2,505
pch,15,01.008.006700.3,506
pch,15,01.008.006700.4,507
pch,15,01.008.006700.5,508
pch,15,01.008.006700.6,509
pch,15,01.008.006800.1,510
pch,15,01.008.006800.2,511
pch,15,01.008.006800.3,512
pch,15,01.008.006800.4,513
pch,15,01.008.006800.5,514
pch,15,01.008.006800.6,515
pch,15,01.008.006900.1,516
pch,15,01.008.006900.2,517
pch,15,01.008.006900.3,518
pch,15,01.008.006900.4,519
pch,15,01.008.006900.5,520
pch,15,01.008.006900.6,521
pch,15,01.008.007000.1,522
pch,15,01.008.007000.2,523
pch,15,01.008.007000.3,524
pch,15,01.008.007000.4,525
pch,15,01.008.007000.5,526
pch,15,01.008.007000.6,527
pch,15,01.008.007000.7,528
pch,15,01.008.007100.1,529
pch,15,01.008.007100.2,530
pch,15,01.008.007100.3,531
pch,15,01.008.007100.4,532
pch,15,01.008.007100.5,533
pch,15,01.008.007100.6,534
pch,15,01.008.007100.7,535
pch,15,01.008.007200.1,536
pch,15,01.008.007200.2,537
pch,15,01.008.007200.3,538
pch,15,01.008.007200.4,539
pch,15,01.008.007200.5,540
pch,15,01.008.007200.6,541
pch,15,01.008.007300.1,542
pch,15,01.008.007300.2,543
pch,15,01.008.007300.3,544
pch,15,01.008.007300.4,545
pch,15,01.008.007300.5,546
pch,15,01.008.007300.6,547
pch,15,01.008.007300.7,548
pch,15,01.008.007400.1,549
pch,15,01.008.007400.2,550
pch,15,01.008.007400.3,551
pch,15,01.008.007400.4,552
pch,15,01.008.007400.5,553
pch,15,01.008.007400.6,554
pch,15,01.008.007400.7,555
pch,15,01.008.007400.8,556
pch,15,01.008.007500.1,557
pch,15,01.008.007500.2,558
pch,15,01.008.007500.3,559
pch,15,01.008.007500.4,560
pch,15,01.008.007500.5,561
pch,15,01.008.007500.6,562
pch,15,01.008.007500.7,563
pch,15,01.008.007500.8,564
pch,15,01.008.007600.1,565
pch,15,01.008.007600.2,566
pch,15,01.008.007600.3,567
pch,15,01.008.007600.4,568
pch,15,01.008.007600.5,569
pch,15,01.008.007600.6,570
pch,15,01.008.007600.7,571
pch,15,01.008.007600.8,572
pch,15,01.008.007700.1,573
pch,15,01.008.007700.2,574
pch,15,01.008.007700.3,575
pch,15,01.008.007700.4,576
pch,15,01.008.007700.5,577
pch,15,01.008.007700.6,578
pch,15,01.008.007700.7,579
pch,15,01.008.007800.1,580
pch,15,01.008.007800.2,581
pch,15,01.008.007800.3,582
pch,15,01.008.007800.4,583
pch,15,01.008.007800.5,584
pch,15,01.008.007800.6,585
pch,15,01.008.007800.7,586
pch,15,01.008.007800.8,587
pch,15,01.008.007900.1,588
pch,15,01.008.007900.2,589
pch,15,01.008.007900.3,590
pch,15,01.008.007900.4,591
pch,15,01.008.008000.1,592
pch,15,01.008.008000.2,593
pch,15,01.008.008000.3,594
pch,15,01.008.008000.4,595
pch,15,01.008.008000.5,596
pch,15,01.008.008000.6,597
pch,15,01.008.008000.7,598
pch,15,01.008.008100.1,599
pch,15,01.008.008100.2,600
pch,15,01.008.008100.3,601
pch,15,01.008.008100.4,602
pch,15,01.008.008100.5,603
pch,15,01.008.008100.6,604
pch,15,01.008.008100.7,605
pch,15,01.008.008200.1,606
pch,15,01.008.008200.2,607
pch,15,01.008.008200.3,608
pch,15,01.008.008200.4,609
pch,15,01.008.008200.5,610
pch,15,01.008.008200.6,611
pch,15,01.008.008200.7,612
pch,15,01.008.008300.1,613
pch,15,01.008.008300.2,614
